;nome_do_indicador;tema_(s);periodicidade;fonte;fonte_ibge;ultima_atualizacao;offset;ano_atual;atualizado;atualizado_txt;ultimo_ano_atualizavel;delay_atualizacao
214;Notas Fiscais Eletrônicas emitidas (em milhões R$);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2015.0;1.0;2022;False;Não;2021.0;-6.0
215;Alunos da rede municipal de ensino do sexo masculino (%);Educação;anual;Secretaria Municipal de Educação (SME);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
216;Número de pessoas atendidas pelos Centros de Cidadania LGBT;Direitos Humanos e Cidadania,PPA 2018-2021;anual;Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
217;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Legislativa (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
218;Participação das unidades de produção familiar na agricultura (%);Economia Trabalho e Renda;quinquenal;Censo agropecuário (IBGE);True;2017.0;5.0;2022;True;Sim;2017.0;0.0
219;Mortes de motociclistas no trânsito (por 10 mil veículos);Mobilidade e Segurança no Trânsito;anual;"Coordenadoria Estadual de Trânsito de São Paulo (DETRAN-SP); Secretaria de Segurança Pública (SSP); Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e Trânsito (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
220;16.04.01 Número de armas recolhidas pela Campanha do Desarmamento pela Guarda Civil Metropolitana - CGM;ODS São Paulo,Segurança e Violência;anual;"Secretária de Segurança Pública (SSP); Secretaria Municipal de Segurança Urbana (SMSU)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
221;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Previdência Social (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
222;17.01.13 Transferências de Capital Federais (R$);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
223;16.01.05 Número de homicídios de homens jovens (entre 15 e 29 anos);Direitos Humanos e Cidadania,ODS São Paulo,Segurança e Violência;anual;"Secretaria de Segurança Pública (SSP); Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
224;11.02.12 Percentual de terminais urbanos de ônibus da SPTrans com acessibilidade plena (%);Acessibilidade e Pessoa com Deficiência,Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
225;11.02.17 Tempo médio de percurso das linhas do sistema de transporte – pico tarde (min);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;"Secretaria Municipal de Transportes (SMT); São Paulo Transporte (SPTrans)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
226;11.05.05 Número de moradias em setores de risco geológico alto ou muito alto;Moradia e Saneamento Básico,ODS São Paulo,Zeladoria;decenal/anual;Secretaria Municipal de Segurança Urbana (SMSU)/Coordenação Municipal de Defesa Civil (COMDEC)/ Divisão de Prevenção (DPREV);False;2021.0;10.0;2022;True;Sim;2012.0;9.0
227;09.01.06 Número de equipamentos públicos (edifícios) construídos ou reformados pela Secretaria de Infraestrutura Urbana e Obras (SIURB);ODS São Paulo,Zeladoria;anual;Secretaria Municipal de Infraestrutura Urbana e Obras (SIURB);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
228;Passageiros por veículo da frota municipal de transporte (por km percorrido);Mobilidade e Segurança no Trânsito;anual;"Secretaria Municipal de Mobilidade e Transportes (SMT); São Paulo Transporte (SPTrans)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
229;04.04.02 Taxa de inserção no mercado de trabalho dos beneficiários dos programas de qualificação profissional da SMDET;Economia Trabalho e Renda,ODS São Paulo;anual;Secretaria Municipal de Desenvolvimento Econômico, Trabalho e Turismo (SMDET);False;2019.0;1.0;2022;False;Não;2021.0;-2.0
230;Lentidão máxima média no trânsito – pico da manhã (km);Mobilidade e Segurança no Trânsito;anual;"Secretaria Municipal de Mobilidade e Trânsito (SMT); Companhia de Engenharia de Tráfego (CET)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
231;05.02.08 Denúncias de assédio sexual em ônibus públicos municipais;Mobilidade e Segurança no Trânsito,ODS São Paulo,Segurança e Violência;anual;SPtrans;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
232;11.03.04 Reuniões realizadas do Conselho Municipal de Política Urbana - CMPU (%);Desenvolvimento Urbano,ODS São Paulo;anual;Lei nº 16.050/2014 - Plano Diretor Estratégico de São Paulo - SMUL;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
233;17.01.11 Transferências de Capital Estaduais (R$);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
234;08.06.05 Jovens de 18 a 24 anos contratados pelo Programa Jovem Aprendiz;Economia Trabalho e Renda,ODS São Paulo;anual;"Relação Anual de Informações Sociais (RAIS); Ministério da Economia (ME); Secretaria Municipal de Desenvolvimento Econômico, Trabalho e Turismo (SMDET)";False;2019.0;1.0;2022;False;Não;2021.0;-2.0
235;05.06.02 Número de usuários acompanhados no processo de transexualização;ODS São Paulo,Saúde;anual;Secretaria Municipal da Saúde (SMS);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
236;17.01.12 Transferências Correntes Federais (R$);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
237;03.09.06 VigiQuim - monitoramento de áreas contaminadas com substâncias químicas prioritárias;Meio Ambiente,ODS São Paulo,Saúde;anual;"Sistema da Companhia Ambiental do Estado de São Paulo (CETESB); Secretaria Municipal da Saúde (SMS); Secretaria de Estado da Saúde (SES)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
238;03.09.04 VigiSolo - monitoramento de áreas contaminadas sem mudança de uso;Meio Ambiente,ODS São Paulo,Saúde;anual;"Sistema de informação da SVMA / Companhia Ambiental do Estado de São Paulo (CETESB); Secretaria Municipal do Verde e do Meio Ambiente (SVMA); Secretaria Municipal da Saúde (SMS); Secretaria de Estado da Saúde (SES)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
239;15.05.01 Animais silvestres reabilitados para soltura (%);Meio Ambiente,ODS São Paulo;anual;SVMA / CGPABI / DFS;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
240;Taxa de desemprego (%);Economia Trabalho e Renda;anual;Pesquisa de Emprego e Desemprego (PED) / SEADE - DIEESE;False;2019.0;1.0;2022;False;Não;2021.0;-2.0
241;01.02.01 Quantidade de famílias em situação de pobreza (renda por pessoa de ⅛ até ¼ de salário-mínimo);Assistência Social,ODS São Paulo;anual;Secretaria Municipal de Assistência e Desenvolvimento Social (SMADS);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
242;04.06.02 Número de Matrículas na Educação de Jovens e Adulto na rede municipal (EJA);Educação,ODS São Paulo;anual;Secretaria Municipal de Educação (SME);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
243;Lentidão máxima média no trânsito – pico da tarde (km);Mobilidade e Segurança no Trânsito;anual;"Secretaria Municipal de Mobilidade e Trânsito (SMT); Companhia de Engenharia de Tráfego (CET)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
244;05.05.10 Percentual de Mulheres no comando das secretarias municipais (Secretárias Titulares) (%);Gestão Pública,ODS São Paulo;anual;Secretaria do Governo Municipal (SGM);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
245;15.02.02 Rondas em Áreas de risco (GCM-Ambiental);Meio Ambiente,ODS São Paulo;anual;"Secretaria Municipal de Segurança Urbana (SMSU); SIG-GCM: Sistema de Informações de Gerenciamento da Guarda Civil Metropolitana e Divisão de Defesa e Vigilância Ambiental DDVA/VigiBio/CIA";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
246;09.01.04 Número de pontes, viadutos, passarelas e/ou túneis submetidos à inspeção especial;ODS São Paulo,Zeladoria;anual;Secretaria Municipal de Infraestrutura Urbana e Obras (SIURB);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
247;Percentual de trabalhadores colocados via SINE em relação ao número total de trabalhadores admitidos segundo o CAGED;Economia Trabalho e Renda,PPA 2018-2021;anual;Secretaria Municipal do Desenvolvimento Econômico e Trabalho (SMDET);False;2019.0;1.0;2022;False;Não;2021.0;-2.0
248;População com deficiência (%);Acessibilidade e Pessoa com Deficiência,População;anual;Secretaria Municipal da Pessoa com Deficiência (SMPED);False;2010.0;1.0;2022;False;Não;2021.0;-11.0
249;01.0a.01 Recursos financeiros externos captados em fontes internacionais, interfederativas e privadas para Assistência Social (R$);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
250;Número de ocorrências de estupro registradas;Segurança e Violência;anual;Secretaria de Segurança Pública (SSP);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
251;Estimativa de domicílios em favela (%);Moradia e Saneamento Básico;anual;Secretaria Municipal de Habitação (SEHAB);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
252;Tempo entre data do agendamento do procedimento e data da vaga do procedimento para Ressonância Magnética;Saúde;anual;Secretaria Municipal de Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
253;07.02.02 Participação do Poder Público na potência total instalada no município em energia fotovoltaica (%);Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Infraestruturas e Obras (SIURB);False;2019.0;1.0;2022;False;Não;2021.0;-2.0
254;Razão de exames citopatológicos do colo do útero - Papanicolau em mulheres de 25 a 64 anos e a população da mesma faixa etária;PPA 2018-2021,Saúde;anual;"Sistema de Informações Ambulatoriais (SIA/SUS); Sistema de Informação do Câncer do Colo do Útero (SISCOLO); Fundação Sistema Estadual de Análise de Dados (SEADE); Secretaria Municipal da Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
255;Ciclovias implantadas (km);Esporte e Lazer,Mobilidade e Segurança no Trânsito,PPA 2018-2021;anual;"Secretaria Municipal de Mobilidade e Trânsito (SMT); Companhia de Engenharia de Tráfego (CET)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
256;Proporção de parto normal nas maternidades sob gestão municipal (%);PPA 2018-2021,Saúde;anual;Secretaria Municipal da Saúde (SMS);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
257;04.07.02 Porcentagem de alunos com educação em tempo integral no Ensino Fundamental  – anos iniciais (%);Educação,ODS São Paulo,PPA 2018-2021;anual;"Censo do Ministério da Educação (MEC); Secretaria Municipal da Educação (SME)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
258;17.04.05 Percentual da Dívida Consolidada Líquida (DCL) do município sobre a Receita Corrente Líquida (RCL) do município (%);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
259;Tempo entre data do agendamento do procedimento e data da vaga do procedimento para Mamografia;Saúde;anual;Secretaria Municipal da Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
260;03.03.03 Percentual de pessoas vivendo com HIV diagnosticadas e em tratamento com carga viral indetectável (%);ODS São Paulo,Saúde;anual;"Sistema de Monitoramento Clínico das Pessoas Vivendo com HIV/aids (SIMC) e Sistema de Controle Logístico de Medicamentos (SICLOM) / Ministério da Saúde; Secretaria Municipal de Saúde.";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
261;03.03.07 Índice de Infestação Predial pelo Aedes aegypti, obtido na Avaliação de Densidade Larvária (ADL) realizada no mês de outubro (%);ODS São Paulo,PPA 2018-2021,Saúde;anual;"Sistema de Informação de Zoonoses (SISCOZ/COVISA); Secretaria Municipal da Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
262;População com deficiência motora (%);Acessibilidade e Pessoa com Deficiência,População;anual;Secretaria Municipal da Pessoa com Deficiência (SMPED);False;2010.0;1.0;2022;False;Não;2021.0;-11.0
263;11.02.21 Percentual de transações de embarque no transporte público municipal com Bilhete Único do estudante - gratuidade (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
264;01.01.01 Quantidade de famílias em situação de extrema pobreza (até 1/4 salário mínimo);Assistência Social,Economia Trabalho e Renda,ODS São Paulo;anual;"Secretaria Municipal de Assistência e Desenvolvimento Social (SMADS); Base CadÚnico - Caixa Econômica Federal - MDSA.";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
265;11.01.02 Número de famílias beneficiadas por procedimentos de regularização fundiária em assentamentos precários;Moradia e Saneamento Básico,ODS São Paulo;anual;Secretaria Municipal de Habitação (SEHAB);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
266;Responsáveis por domicílios com rendimento maior que 10 Salários Mínimos (%);Economia Trabalho e Renda;decenal;Instituto Brasileiro de Geografia e Estatística (IBGE);True;2010.0;10.0;2022;False;Não;2012.0;-2.0
267;04.0a.01 Porcentagem de escolas com recursos para Atendimento Educacional Especializado (%);Educação,ODS São Paulo;anual;"Censo Escolar (MEC); Secretaria Municipal da Educação (SME)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
268;Velocidade comercial média dos veículos do sistema de transporte – pico manhã (km/h);Mobilidade e Segurança no Trânsito;anual;"São Paulo Transporte (SPTrans); Secretaria Municipal de Mobilidade e Transportes (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
269;03.06.01 Mortes no trânsito (por 100 mil habitantes);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;"Secretaria de Segurança Pública (SSP); Companhia de Engenharia de Tráfego (CET); Fundação Sistema Estadual de Análise de Dados (SEADE); Secretaria Municipal de Mobilidade e transportes (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
270;Taxa média de ocupação dos hotéis nos fins de semana e feriados (%);Turismo;anual;São Paulo Turismo S/A (SPTuris);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
271;11.02.09 Percentual do viário da cidade com vias dedicadas aos ciclistas (ciclovias, ciclofaixas e ciclorrotas) (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;"Pesquisa Origem-Destino Metrô SP; Secretaria Municipal de Mobilidade e Trânsito (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
272;03.06.03 Mortes de motociclistas no trânsito (por 100 mil habitantes);Mobilidade e Segurança no Trânsito,ODS São Paulo,PPA 2018-2021;anual;Secretaria de Segurança Pública (SSP), Companhia de Engenharia de Tráfego (CET), Fundação Sistema Estadual de Análise de Dados (SEADE);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
273;12.02.02 Conselhos Gestores de Parques Municipais existentes e em atividade no município de São Paulo (%);Meio Ambiente,ODS São Paulo;anual;Secretaria do Verde e Meio Ambiente (SVMA);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
274;Aglomeração de empregos na Indústria de Transformação - Município em relação ao Estado;Economia Trabalho e Renda;anual;"Relação Anual de Informações Sociais (RAIS); Secretaria Municipal de Desenvolvimento Econômico e Trabalho (SMDET)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
275;Nota do IDEB dos anos iniciais (ciclo I);Educação,PPA 2018-2021;bienal;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (Inep);False;2019.0;2.0;2022;False;Não;2020.0;-1.0
276;Rendimento médio mensal dos responsáveis por domicílios (R$);Economia Trabalho e Renda;decenal;Instituto Brasileiro de Geografia e Estatística (IBGE);True;2010.0;10.0;2022;False;Não;2012.0;-2.0
277;12.0a.01 Número de parcerias internacionais para fortalecer as capacidades científicas e tecnológicas na busca por padrões mais sustentáveis de produção e consumo;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações Internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
278;03.06.07 Participação dos ônibus nos acidentes fatais de trânsito (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;"Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e transportes (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
279;05.0b.04 Percentual de mulheres trabalhando com Tecnologia da Informação e Comunicação da Prefeitura (%);Gestão Pública,ODS São Paulo;anual;"Coordenadoria de Gestão de Pessoas, da Secretaria Municipal de Gestão - COGEP/SG; Secretaria do Governo Municipal (SGM)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
280;16.06.01 Percentual de acessos negados no sistema de informação ao cidadão na fase inicial de atendimento (%);Gestão Pública,ODS São Paulo;anual;"Controladoria Geral do Município (CGM); Ouvidoria Geral do Município (OGM)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
281;08.08.04 Número total de Notificações de doenças relacionadas ao trabalho no município;ODS São Paulo,Saúde;anual;Tabnet/SINAN/Secretaria Municipal de Saúde (SMS).;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
282;17.01.08 Receita Municipal Total (R$);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
283;10.02.03 Número de equipamentos públicos municipais certificados com o Selo de Acessibilidade Arquitetônica;Acessibilidade e Pessoa com Deficiência,ODS São Paulo;anual;Secretaria Municipal da Pessoa com Deficiência (SMPED);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
284;Taxa de mortalidade de crianças e adolescentes vítimas de agressão (por 100 mil na mesma faixa etária);Segurança e Violência;anual;"Sistema de Informação Sobre Mortalidade (SIM)/Ministério da Saúde (MS); Secretaria Municipal da Saúde (SMS)";False;2018.0;1.0;2022;False;Não;2021.0;-3.0
285;Índice de Desenvolvimento Humano Municipal (IDHM);Direitos Humanos e Cidadania;decenal;"Programa das Nações Unidas para o Desenvolvimento (PNUD); Instituto de Pesquisa Econômica Aplicada (Ipea); Fundação João Pinheiro (FJP)";False;2010.0;10.0;2022;False;Não;2012.0;-2.0
286;11.04.02 Orçamento liquidado com Políticas de Valorização do Patrimônio Histórico e Programação de Atividades Culturais do Patrimônio Histórico (R$);Cultura,ODS São Paulo;anual;Secretaria Municipal de Cultura (SMC);False;2019.0;1.0;2022;False;Não;2021.0;-2.0
287;Responsáveis por domicílios com rendimento de mais de 5 até 10 Salários Mínimos (%);Economia Trabalho e Renda;decenal;Instituto Brasileiro e Geografia e Estatística (IBGE);True;2010.0;10.0;2022;False;Não;2012.0;-2.0
288;Número de novos nutricionistas contratados;PPA 2018-2021,Saúde;anual;"Sistema de Informações de Recursos Humanos (SISRH); Secretaria Municipal de Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
289;12.05.13 Índice de coleta seletiva (%);Meio Ambiente,Moradia e Saneamento Básico,ODS São Paulo;anual;"Sistema de Controle dos Resíduos Sólidos Urbanos (SISCOR); Amlurb; Secretaria Municipal de Subprefeituras (SMSB)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
290;05.02.06 Mulheres vítimas de violência atendidas pelo Programa Tem Saída;Economia Trabalho e Renda,ODS São Paulo;anual;Secretaria Municipal de Desenvolvimento Econômico e Trabalho (SMDET);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
291;02.0a.01 Ações de cooperação internacional na temática de produção agrícola ambientalmente sustentável;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
292;11.01.08 Total de famílias beneficiárias de Auxílio Aluguel por ano;Moradia e Saneamento Básico,ODS São Paulo;anual;"HabitaSampa; Secretaria Municipal de Habitação (SEHAB)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
293;Razão de exames de mamografia realizados em mulheres de 50 a 69 anos (por 100 habitantes da mesma faixa etária);Saúde;anual;"Sistema de Informação do Câncer de Mama (SISMAMA); Sistema Único de Saúde (SUS); Secretaria Municipal da Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
294;11.06.05 Redução acumulada da emissão de material particulado (MP) pela frota de ônibus municipais (%);Meio Ambiente,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
295;11.02.11 Percentual de subprefeituras da cidade abrangidas por estações ou áreas de operação de sistemas de bicicletas compartilhadas (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;"Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e transportes (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
296;11.02.07 Participação do modo de transporte por bicicleta em relação aos demais modos de transporte (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;"Pesquisa Origem-Destino Metrô SP; Secretaria Municipal de Mobilidade e Trânsito (SMT)";False;2017.0;1.0;2022;False;Não;2021.0;-4.0
297;07.02.01 Potência total instalada no município de São Paulo em energia fotovoltaica (kW);ODS São Paulo,Zeladoria;anual;Secretaria Municipal de Infraestrutura Urbana e Obras (SIURB);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
298;01.05.02 Número de famílias em atendimento habitacional provisório (Auxílio Aluguel) por situação de risco e emergência;Moradia e Saneamento Básico,ODS São Paulo;anual;Sistema Municipal de Informações Habitacionais (Habitasampa)/Secretaria Municipal de Habitação (SEHAB)/Departamento de Planejamento Habitacional (DEPLAN).;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
299;11.03.05 Participação da sociedade civil em reuniões do órgão colegiado de planejamento urbano da cidade - CMPU (%);Desenvolvimento Urbano,ODS São Paulo;anual;SMUL;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
300;05.01.01 Iniciativas de promoção da inclusão e combate a discriminação contra mulheres reconhecidas pela Prefeitura de São Paulo;Direitos Humanos e Cidadania,ODS São Paulo;anual;Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
301;03.0b.01 Proporção de vacinas selecionadas do Calendário Vacinal para crianças menores de 2 anos de idade - Pentavalente (3ª dose), Pneumocóccica 10 valente (2ª dose), Poliomielite (3ª dose) e Triplice viral (1ª dose) - com cobertura vacinal preconizada;ODS São Paulo,PPA 2018-2021,Saúde;anual;Secretaria Municipal da Saúde (SMS);False;2019.0;1.0;2022;False;Não;2021.0;-2.0
302;Domicílios com renda per capita de até 1/8 Salário Mínimo (%);Economia Trabalho e Renda;decenal;Instituto Brasileiro de Geografia e Estatística (IBGE);True;2010.0;10.0;2022;False;Não;2012.0;-2.0
303;12.05.15 Número de cooperativas habilitadas no sistema de coleta seletiva;Meio Ambiente,ODS São Paulo;anual;"Autoridade Municipal de Limpeza Urbana (Amlurb); Secretaria Municipal das Subprefeituras (SMSUB)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
304;12.05.01 Coleta de resíduo domiciliar no município (ton);Meio Ambiente,ODS São Paulo,Zeladoria;anual;Amlurb;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
305;Taxa de Universalização da Educação Infantil (somente creche) (%);Educação,PPA 2018-2021;anual;Censo MEC (Ministério da Educação), Secretaria Municipal da Educação (SME), Fundação Estadual Sistema de Análise de Dados (SEADE),;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
306;População em idade escolar - 0 a 3 anos;População;anual;Fundação Sistema Estadual de Análise de Dados (SEADE);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
307;15.02.01 Rondas em Perímetros Ambientais (GCM-Ambiental);Meio Ambiente,ODS São Paulo;anual;"Secretaria Municipal de Segurança Urbana (SMSU); SIG-GCM: Sistema de Informações de Gerenciamento da Guarda Civil Metropolitana e Divisão de Defesa e Vigilância Ambiental DDVA/VigiBio/CIA";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
308;Tempo médio de atendimento para consultas (adulto e infantil) - Clínica geral;Saúde;anual;Secretaria Municipal da Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
309;16.08.03 Participação da cidade de São Paulo em eventos promovidos por instituições do Sistema ONU e Redes de Cidades;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações Internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
310;Índice de Desenvolvimento Humano Municipal (IDHM) - Educação;Direitos Humanos e Cidadania;decenal;"Programa das Nações Unidas para o Desenvolvimento (PNUD); Instituto de Pesquisa Econômica Aplicada (Ipea); Fundação João Pinheiro (FJP)";False;2010.0;10.0;2022;False;Não;2012.0;-2.0
311;Índice de integridade;Gestão Pública,PPA 2018-2021,Programa de Metas 2017-2020;anual;Secretaria Municipal de Justiça (SMJ);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
312;03.03.05 Coeficiente de mortalidade de tuberculose em residentes do município de São Paulo (por 100 mil habitantes);ODS São Paulo,Saúde;anual;Secretaria Municipal da Saúde (SMS);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
313;11.05.04 Número de setores com risco geológico alto (R3) e risco geológico muito alto (R4);Moradia e Saneamento Básico,ODS São Paulo,Zeladoria;decenal/anual;Secretaria Municipal de Segurança Urbana (SMSU)/Coordenação Municipal de Defesa Civil (COMDEC)/ Divisão de Prevenção (DPREV);False;2021.0;10.0;2022;True;Sim;2012.0;9.0
314;15.02.04 Ações em ocupações irregulares (GCM-Ambiental);Meio Ambiente,ODS São Paulo;anual;"Secretaria Municipal de Segurança Urbana (SMSU); SIG-GCM: Sistema de Informações de Gerenciamento da Guarda Civil Metropolitana e Divisão de Defesa e Vigilância Ambiental DDVA/VigiBio/CIA";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
315;11.02.24 Percentual de transações de embarque no transporte público municipal com Bilhete Único da gestante (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
316;Número de projetos em execução fomentados pelo Fundo Municipal da Criança e do Adolescente (FUMCAD);Direitos Humanos e Cidadania;anual;Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC);False;2018.0;1.0;2022;False;Não;2021.0;-3.0
317;15.02.07 Ocorrências de ações contra o meio ambiente (GCM-Ambiental);Meio Ambiente,ODS São Paulo;anual;"Secretaria Municipal de Segurança Urbana (SMSU); SIG-GCM: Sistema de Informações de Gerenciamento da Guarda Civil Metropolitana e Divisão de Defesa e Vigilância Ambiental DDVA/VigiBio/CIA.";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
318;Tempo médio de atendimento para consultas (adulto e infantil) - Pediatria;Saúde;anual;Secretaria Municipal da Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
319;Proporção de cura de casos novos de tuberculose pulmonar bacilífera (%);Saúde;anual;"TBWeb; Secretaria Municipal da Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
320;Número de servidores municipais ativos;Gestão Pública;anual;Secretaria Municipal de Gestão (SMG);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
